user_id,track_id,rating
580456383.0,300,5.0
580456383.0,301,5.0
580456383.0,302,5.0
580456383.0,303,5.0
580456383.0,304,5.0
580456383.0,305,5.0
580456383.0,306,5.0
580456383.0,307,5.0
580456383.0,308,5.0
580456383.0,309,5.0
580456383.0,310,5.0
580456383.0,311,5.0
580456383.0,312,5.0
580456383.0,313,1.0
580456383.0,88,1.0
580456383.0,41,1.0
580456383.0,316,1.0
580456383.0,317,1.0
580456383.0,318,1.0
580456383.0,319,1.0
580456383.0,320,1.0
580456383.0,321,1.0
580456383.0,322,1.0
580456383.0,323,1.0
580456383.0,324,1.0
580456383.0,325,1.0
580456383.0,326,1.0
580456383.0,327,1.0
580456383.0,328,1.0
580456383.0,329,1.0
529371807.0,330,5.0
529371807.0,331,5.0
529371807.0,332,4.0
529371807.0,333,4.0
529371807.0,334,4.0
529371807.0,335,4.0
529371807.0,336,4.0
529371807.0,337,4.0
529371807.0,338,4.0
529371807.0,340,4.0
529371807.0,341,3.0
529371807.0,18,3.0
529371807.0,343,3.0
529371807.0,344,3.0
529371807.0,345,3.0
529371807.0,346,3.0
529371807.0,347,3.0
529371807.0,348,3.0
529371807.0,349,3.0
529371807.0,350,3.0
529371807.0,351,3.0
529371807.0,352,2.0
529371807.0,353,2.0
529371807.0,354,2.0
529371807.0,355,2.0
529371807.0,299,2.0
529371807.0,357,2.0
529371807.0,358,2.0
529371807.0,359,2.0
529371807.0,360,2.0
529371807.0,361,2.0
529371807.0,362,2.0
529371807.0,363,2.0
529371807.0,364,2.0
529371807.0,365,2.0
529371807.0,366,2.0
529371807.0,367,2.0
529371807.0,11,2.0
529371807.0,369,2.0
529371807.0,370,2.0
529371807.0,371,2.0
529371807.0,372,2.0
529371807.0,373,2.0
529371807.0,374,2.0
529371807.0,375,2.0
529371807.0,376,2.0
529371807.0,377,2.0
529371807.0,378,2.0
529371807.0,379,2.0
529371807.0,380,2.0
529371807.0,381,2.0
529371807.0,382,2.0
529371807.0,383,2.0
529371807.0,384,2.0
529371807.0,385,2.0
529371807.0,386,1.0
529371807.0,387,1.0
529371807.0,388,1.0
529371807.0,389,1.0
529371807.0,390,1.0
529371807.0,391,1.0
529371807.0,392,1.0
529371807.0,393,1.0
529371807.0,394,1.0
529371807.0,395,1.0
529371807.0,396,1.0
529371807.0,397,1.0
529371807.0,398,1.0
529371807.0,399,1.0
529371807.0,400,1.0
529371807.0,401,1.0
529371807.0,212,1.0
529371807.0,403,1.0
529371807.0,262,1.0
529371807.0,405,1.0
529371807.0,406,1.0
529371807.0,407,1.0
529371807.0,408,1.0
529371807.0,409,1.0
529371807.0,410,1.0
529371807.0,411,1.0
529371807.0,412,1.0
529371807.0,413,1.0
529371807.0,414,1.0
529371807.0,415,1.0
529371807.0,416,1.0
529371807.0,417,1.0
529371807.0,418,1.0
529371807.0,419,1.0
529371807.0,420,1.0
529371807.0,421,1.0
529371807.0,422,1.0
529371807.0,423,1.0
529371807.0,424,1.0
529371807.0,425,1.0
529371807.0,426,1.0
529371807.0,427,1.0
529371807.0,428,1.0
529371807.0,429,1.0
418578276.0,431,3.0
418578276.0,432,3.0
418578276.0,434,3.0
418578276.0,435,2.0
418578276.0,436,2.0
418578276.0,437,2.0
418578276.0,313,2.0
418578276.0,440,2.0
418578276.0,441,2.0
418578276.0,444,2.0
418578276.0,445,2.0
418578276.0,446,2.0
418578276.0,447,2.0
418578276.0,448,2.0
418578276.0,449,2.0
418578276.0,451,2.0
418578276.0,452,2.0
418578276.0,453,2.0
418578276.0,454,2.0
418578276.0,455,2.0
418578276.0,323,2.0
418578276.0,457,2.0
418578276.0,458,1.0
418578276.0,459,1.0
418578276.0,461,1.0
418578276.0,462,1.0
418578276.0,463,1.0
418578276.0,464,1.0
418578276.0,465,1.0
418578276.0,466,1.0
418578276.0,468,1.0
418578276.0,469,1.0
418578276.0,470,1.0
418578276.0,471,1.0
418578276.0,474,1.0
418578276.0,475,1.0
418578276.0,325,1.0
418578276.0,477,1.0
418578276.0,478,1.0
418578276.0,480,1.0
418578276.0,482,1.0
418578276.0,483,1.0
418578276.0,484,1.0
418578276.0,486,1.0
418578276.0,487,1.0
418578276.0,488,1.0
418578276.0,489,1.0
418578276.0,491,1.0
418578276.0,492,1.0
418578276.0,318,1.0
418578276.0,494,1.0
418578276.0,496,1.0
418578276.0,497,1.0
418578276.0,498,1.0
418578276.0,500,1.0
418578276.0,501,1.0
418578276.0,322,1.0
418578276.0,504,1.0
418578276.0,506,1.0
418578276.0,511,1.0
418578276.0,513,1.0
418578276.0,514,1.0
418578276.0,515,1.0
418578276.0,516,1.0
418578276.0,518,1.0
418578276.0,519,1.0
418578276.0,522,1.0
418578276.0,523,1.0
418578276.0,524,1.0
418578276.0,525,1.0
418578276.0,526,1.0
418578276.0,527,1.0
418578276.0,528,1.0
418578276.0,529,1.0
107157311.0,730,5.0
107157311.0,731,4.0
107157311.0,732,4.0
107157311.0,733,4.0
107157311.0,735,4.0
107157311.0,307,3.0
107157311.0,737,3.0
107157311.0,738,3.0
107157311.0,319,3.0
107157311.0,313,2.0
107157311.0,742,2.0
107157311.0,320,2.0
107157311.0,744,2.0
107157311.0,745,2.0
107157311.0,746,2.0
107157311.0,747,2.0
107157311.0,748,2.0
107157311.0,749,2.0
107157311.0,750,2.0
107157311.0,422,2.0
107157311.0,318,2.0
107157311.0,92,2.0
107157311.0,754,2.0
107157311.0,756,2.0
107157311.0,757,2.0
107157311.0,758,2.0
107157311.0,759,2.0
107157311.0,760,2.0
107157311.0,761,2.0
107157311.0,762,2.0
107157311.0,763,2.0
107157311.0,764,2.0
107157311.0,765,2.0
107157311.0,766,2.0
107157311.0,94,2.0
107157311.0,768,2.0
107157311.0,769,2.0
107157311.0,771,2.0
107157311.0,772,2.0
107157311.0,321,2.0
107157311.0,774,2.0
107157311.0,775,2.0
107157311.0,316,2.0
107157311.0,777,2.0
107157311.0,778,2.0
107157311.0,779,1.0
107157311.0,780,1.0
107157311.0,781,1.0
107157311.0,782,1.0
107157311.0,784,1.0
107157311.0,326,1.0
107157311.0,786,1.0
107157311.0,787,1.0
107157311.0,788,1.0
107157311.0,789,1.0
107157311.0,331,1.0
107157311.0,791,1.0
107157311.0,792,1.0
107157311.0,793,1.0
107157311.0,794,1.0
107157311.0,795,1.0
107157311.0,796,1.0
107157311.0,526,1.0
107157311.0,800,1.0
107157311.0,801,1.0
107157311.0,804,1.0
107157311.0,805,1.0
107157311.0,806,1.0
107157311.0,808,1.0
107157311.0,41,1.0
107157311.0,810,1.0
107157311.0,811,1.0
107157311.0,812,1.0
107157311.0,813,1.0
107157311.0,814,1.0
107157311.0,815,1.0
107157311.0,325,1.0
107157311.0,817,1.0
107157311.0,818,1.0
107157311.0,819,1.0
107157311.0,668,1.0
107157311.0,415,1.0
107157311.0,822,1.0
107157311.0,824,1.0
107157311.0,825,1.0
107157311.0,826,1.0
107157311.0,827,1.0
107157311.0,828,1.0
107157311.0,829,1.0
346350882.0,1230,5.0
346350882.0,1231,4.0
346350882.0,1232,4.0
346350882.0,1233,4.0
346350882.0,1235,4.0
346350882.0,1236,4.0
346350882.0,1237,3.0
346350882.0,1240,3.0
346350882.0,1241,3.0
346350882.0,1242,3.0
346350882.0,1243,3.0
346350882.0,650,3.0
346350882.0,1246,3.0
346350882.0,1247,3.0
346350882.0,1248,3.0
346350882.0,1250,2.0
346350882.0,1252,2.0
346350882.0,1253,2.0
346350882.0,1254,2.0
346350882.0,1255,2.0
346350882.0,1256,2.0
346350882.0,1257,2.0
346350882.0,1258,2.0
346350882.0,1262,2.0
346350882.0,1263,2.0
346350882.0,1264,2.0
346350882.0,1265,2.0
